psraid,sample,lang,state,cregion,usr,form,sex,q1,marital,par,q2a,q2b,q2c,q2d,q2e,q2f,q2g,q2h,q2i,q2j,eminuse,intmob,home3nw,q3,act112,act107,act124,act125,act136,act135,fb1,fb2,fb3,ql1,smart1,cell1a,cell1b,cell1c,txtavg1,txtavg2,txtavg3,txtavg4,txtavg5,emlavg1,emlavg2,emlavg3,picavg1,picavg2,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q4i,q4j,q4k,q4l,q5,q6,q7a,q7b,q7c,q7d,q7e,q7f,q8,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f,q10g,q11a,q11b,q11c,q11d,q11e,sns2a,sns2b,sns2c,sns2d,sns2e,fb4,fb5,fb6,fb7,fb8a,fb8b,fb8c,fb8d,fb8e,fb9a,fb9b,fb9c,fb9d,fb9e,fb9f,fb9g,fb9h,fb10a,fb10b,fb10c,fb10d,fb10e,fb10f,fb10g,fb10h,age,hh1,live2,educ2,emplnw,hisp,birth_hisp,race,inc,ql1a,ql2hh,qc1,qc2hh,zipcode,weight,standwt
200558,2,1,48,3,U,2,1,3,1,1,4,2,1,2,2,2,2,2,2,1,2,2, ,1, , , , , , , , , , ,1,2,2,2, , , , , , , , , , ,4,2,4,2,2,4,4,4,4,4,4,2,4,8,4,2,4, , , ,8,2,2,4,1, , ,1,1,2,1,3, , ,4,4,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39,2,3,2,1,1,1,1,3, , ,1,3,78526,2.40625,.786677385860104
200559,2,1,48,3,R,1,1,4,3,1,1,2,1,2,2,1,1,2,3,2,1,1,1,1,1,2,2,2,2,1, , , , ,1,1,1,1,5, ,3,3, ,3, ,2, , ,1,4,1,4,4,1,4,4,4,4,1,4,1,1,2,1,2,2,2,3,1,1,1,2,1,3,2, ,1,2,1,2,3,3,4,4,4,4,4,6, , , ,6,35,2, , ,6,6,6,6,6,2,2,1,2,2,2,2,1,1,1,1,1,1,3,3,1,56,2,2,5,1,1,1,1,4, , ,2, ,78852,2.03125,.664078312739049
200561,2,1,48,3,S,2,2,2,1,1,3,3,3,1,1,3,1,1,3,3,1,1,1,2,2,1,2,1,2,1, , , , ,1,1,1,1,15, ,6,2, ,50, ,25,6, ,1,1,4,4,4,1,4,2,1,4,4,1,2,3,2,2,2,3, ,4,2,2,2,2,1,1, ,3,3,2,2,2,2, ,2,2,1,2,1, , ,3, ,3,500,2, , ,6,3,3,3,5,1,1,1,1,2,2,2,2,3,2,3,2,1,3,3,3,49,2,2,8,1,1,1,1,8, , ,2, ,75137,2.875,.939926227261423
200565,2,1,41,4,U,1,2,2,5,2,3,3,3,1,1,3,1,2,3,3,2,2, ,1, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,2,4,4,4,4,1,4,4,4,1,1,1,3,3,2,2,4, , , ,2,3,2,2,2, , , ,2,2,2,2, , ,2,2,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,66,4,2,3,3,1,1,1,2, , ,2, ,97478,2.65625,.868410101274141
200570,2,1,9,1,S,2,2,4,6,2,2,2,2,1,3,3,2,2,3,3,1,1,1,1,2,1,2,2,2,1, , , , ,1,1,1,1,8, ,2,1, ,1, ,1,10, ,4,4,4,4,4,4,4,4,4,1,1,4,1,2,4,4,4,4, ,1,4,1,1,1,1,2, , ,2,1,2,2,2, ,3,3,2,3,3, , , , ,2,500,2, , ,2,2,2,2,2,1,1,1,1,2,2,2,2,3,3,3, ,3,3,3,3,30,2,5,4,2,1,1,4,4, , ,1,1,06489,4.15625,1.35880639375836
200571,2,1,6,4,U,2,1,4,6,2,3,3,1,1,1,4,1,3,1,3,1,1,1,2,2,1,1,2,2,2,2, , , ,1,1,1,1,30, ,10,10, ,0, , ,0, ,1,1,4,1,1,1,1,4,1,4,1,1,2,4,4,1,2, , ,4,2,4,4,4,4, , , ,4,4,4,8, , ,3,2,2,3,4, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,1,2,5,4,2, ,1,99, , ,2, ,99999,5.90625,1.93093540165662
200574,2,1,9,1,S,2,1,2,1,2,4,4,3,1,1,4,1,2,2,4,1,2,1,9,2,2,2,2,2,2,1,2, , ,2,2,2,1,10, ,4,0, ,5, ,20, , ,1,4,1,4,4,4,4,4,4,2,4,4,2,2,1,1,3, , ,4,1,4,4,4,2, , ,1,8,8,8,8, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,66,2,3,6,1,2, ,1,98, , ,1,2,06037,1.65625,.541479239617994
200581,2,1,36,1,U,1,1,3,1,1,2,3,2,1,2,3,2,2,2,4,1,1,1,1,2,1,2,2,2,1, , , , ,1,1,1,1,35, ,15,7, ,15, ,10,10, ,1,1,1,2,4,1,4,1,1,1,4,1,1,1,3,1,2,4, ,4,4,1,1,1,1,1, ,8,8,8,8,8,8, ,4,4,3,3,2, , , , ,3,10,2, , ,6,3,6,6,6,3,1,1,3,3,3,3,3,3,3,2,1,1,3,3,3,34,1,2,3,1,2, ,1,6, , ,2, ,12304,5.65625,1.84920268624258
200587,2,1,29,2,U,1,2,1,5,2,3,2,2,1,1,3,3,2,1,3,2,2, ,2, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,1,2, , , ,8,3,3,4,3, , , ,8,2,5,8, , ,3,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,72,1,5,3,3,2, ,1,98, , ,1,1,64119,1.71875,.561912418471503
200594,2,1,48,3,U,2,2,3,4,1,2,4,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1, , , , ,1,1,1,1,40, ,20,15, ,8, ,8,80, ,4,4,3,4,4,1,4,4,4,1,4,4,2,1,4,4,2,2, ,4,2,4,4,3,3,4, , ,2,2,2,2,2, ,2,1,2,2,2, , ,3, ,1,400,2, , ,1,1,1,1,6,3,2,3,3,3,1,2,3,3,1,1,1,3,1,3,3,24,1,2,2,4,1,1,2,1, , ,2, ,78704,4.65625,1.52227182458644
200597,2,1,8,4,U,2,1,3,6,2,2,4,2,1,1,4,1,1,4,2,2,2, ,1, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,1,4,4,4,2,4,4,4,4,4,4,1,1,2,4,2,4, , , ,4,3,2,1,2, , , ,3,2,9,3, , ,4,3,3,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46,1,1,3,4,2, ,1,3, , ,2, ,81501,3.9375,1.28729026777108
200605,2,1,55,2,R,1,1,2,1,2,3,4,3,1,2,4,1,1,4,4,1,2,1,1,2,1,2,2,1,2,2, , , ,2,2,2,1,4, ,3,0, ,3, ,12,7, ,1,1,4,1,4,1,2,4,2,1,1,1,1,2,1,1,1, , ,1,3,2,1,1,1, , ,1,2,1,5,1, , ,4,1,2,4,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,67,2,5,4,3,2, ,1,6, , ,1,1,53079,1.65625,.541479239617994
200617,2,1,48,3,R,1,2,3,1,2,3,8,3,2,2,2,3,2,2,3,2,2, ,2, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,1,4, , , ,4,9,9,4,2, , ,8,8,8,9,8, , ,3,1,2,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,83,2,3,1,4,2, ,1,98, , ,1,3,99999,1.8125,.592562186751767
200618,2,1,40,3,U,2,1,3,3,2,3,4,2,1,1,3,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2, , , ,1,2,2,1,30, ,10,0, ,20, ,15, , ,4,4,4,2,4,2,4,4,4,4,4,4,1,2,4,3,4, , ,4,4,1,1,1,1, , , ,2,1,1,8, , ,4,4,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,51,1,4,6,1,2, ,4,8, , ,2, ,73189,4.15625,1.35880639375836
200620,2,1,17,2,U,1,2,2,2,2,3,3,4,1,2,4,1,1,3,3,1,1,1,1,2,2,2,2,2,1, , , , ,1,1,1,1,998,3,3,1, ,20, ,20, , ,4,2,4,1,1,1,1,4,1,1,2,1,2,3,4,3,3,4, ,4,9,3,3,2,3,2, ,4,2,1,2,8,2, ,4,4,4,4,4, , , , ,1,200,2, , ,5,1,2,1,6,3,3,2,1,3,2,3,2,3,2,2, ,3,3,3,3,55,1,2,4,4,2, ,2,99, , ,2, ,60649,4.125,1.34858980433161
200622,2,1,1,3,S,1,1,2,6,2,1,1,1,2,3,3,2,2,2,3,1,1,2,1,1,2,2,2,2,1, , , , ,1,1,1,1,50, ,10,1, ,50, ,20, , ,1,1,1,4,4,1,4,2,1,1,2,1,3,2,4,1,1,3,4,4,4,2,2,1,1,4,4, ,1,1,1,1,1,8,1,3,2,1,2,4, , , ,2,300,2, , ,5,2,7,7,7,3,1,1,2,2,3,2,2,3,1,3, ,1,2,1,1,20,2,2,3,2,2, ,1,8, , ,2, ,35209,4.6875,1.53248841401319
200625,2,1,40,3,U,2,1,4,2,2,4,1,4,1,2,4,1,1,4,4,1,1,1,2,2,1,2,2,2,1, , , , ,1,1,1,1,3, ,3,2, ,2, ,2,5, ,4,4,4,2,4,2,2,4,4,4,1,1,1,2,4,1,2,2, ,2,4,2,2,2,1,2, ,2,1,1,1,1,2, ,4,4,4,2,3, , , , ,1,150,2, , ,2,1,1,2,4,2,2,2,2,2,2,2,1,3,1,1, ,3,3,3,3,57,2,3,5,3,2, ,1,2, , ,2, ,73107,3.9375,1.28729026777108
200627,2,1,48,3,S,1,2,3,1,2,3,4,3,1,2,4,1,4,3,4,1,1,1,1,2,2,2,2,2,1, , , , ,2,2,1,1,0, ,0,0, ,100, ,10, , ,4,4,4,1,4,4,4,1,1,1,4,1,4,3,4,3,4,4, ,3,3,3,3,3,3,3, ,1,1,1,2,2,1, ,4,4,2,4,4, , , , ,3,37,2, , ,7,5,3,5,5,2,2,3,1,2,1,1,1,3,3,3, ,3,3,3,3,53,3,1,3,2,2, ,2,4, , ,2, ,75043,4.90625,1.60400454000047
200633,2,1,4,4,S,2,2,5,5,2,3,4,4,1,2,4,9,1,2,4,1,2,1,1,2,2,2,2,2,2,1,2, , ,8,2,2,1,5, ,4,0, ,2, ,2, , ,1,1,1,1,4,1,4,4,1,3,1,3,1,2,2,2,2, , ,1,4,1,1,1,1, , , ,1,1,5,1, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,64,3,3,8,6,2, ,4,6, , ,1,2,85392,2.84375,.929709637834668
200637,2,1,6,4,S,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,2,2,2,2,2,1,1,4, ,1,1,1,1,50, ,20,998,2,50, ,30, , ,4,4,4,4,4,2,4,4,1,4,2,4,4,2,3,3,4, , ,4,1,1,2,1,1, , ,2,3,2,3,8, , ,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,58,3,5,6,1,2, ,3,8, , ,1,1,90245,2.8125,.919493048407914
200640,2,1,6,4,U,1,2,1,3,2,4,4,3,1,1,4,1,1,4,4,1,1,1,2,2,1,2,2,2,1, , , , ,1,1,2,1,10, ,6,7, ,2, ,4,5, ,1,4,4,2,4,4,4,1,1,4,1,4,1,2,4,2,4,4, ,4,4,1,4,2,2,4, , ,3,2,5,4,4, ,1,1,1,4,1, , , , ,3,40,2, , ,7,7,1,4,7,1,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,64,4,2,6,6,2, ,4,5, , ,1,1,91915,3.09375,1.01144235324871
200641,2,1,6,4,U,1,1,3,3,1,3,3,3,3,2,4,1,3,3,4,1,1,1,1,2,1,2,2,1,1, , , , ,1,1,1,1,6, ,3,5, ,20, ,20,15, ,4,4,4,4,2,1,4,4,2,4,4,2,3,3,4,3,4,3, ,4,4,3,3,2,3,3, , ,2,2,3,2,1, ,4,3,2,3,3, , , ,5,1,400,2, , ,5,1,2,2,3,1,1,2,2,2,3,1,3,2,3,1,1,1,3,3,3,36,2,2,2,1,2, ,1,3, , ,1,2,92102,3.1875,1.04209212152897
200643,2,1,41,4,S,1,2,3,2,1,3,3,3,1,2,4,1,1,3,4,1,1,1,2,2,1,2,1,2,1, , , , ,2,2,2,1,1, ,1,1, ,10, ,6,3, ,4,2,4,3,3,3,2,2,1,1,1,3,3,3,4,4,4,2, ,2,4,2,8,1,1,2, ,1,1,1,5,8,1, ,4,4,4,4,4, , ,6, ,2,150,1,1,6,4,4,4,4,3,2,2,1,2,3,2,2,3,3,3,3,3,3,3,3,3,27,2,1,3,4,2, ,1,5, , ,2, ,97128,5.53125,1.80833632853556
200648,2,1,48,3,U,1,1,1,1,2,3,2,4,1,1,3,1,1,3,4,1,1,1,2,2,1,2,2,2,1, , , , ,1,1,1,1,10, ,4,1, ,100, ,20,10, ,4,4,4,4,4,1,4,4,1,1,1,1,2,4,4,4,3,3, ,3,2,4,2,1,3,3, ,2,2,2,8,8,8, ,3,3,1,2,2, , , , ,2,200,2, , ,4,2,4,4,4,1,1,1,2,1,3,3,2,2,3,3, ,2,2,3,3,30,1,1,6,1,2, ,3,99, , ,1,1,99999,1.5625,.51082947133773
200652,2,1,41,4,S,2,1,4,6,2,3,2,3,3,1,3,1,1,3,3,1,1,1,1,2,1,2,2,2,1, , , , ,1,1,1,1,3, ,2,1, ,5, ,5,1, ,4,4,4,1,4,4,4,4,4,3,4,4,3,2,4,3,3,3, ,3,3,3,2,1,1,2, , ,2,2,2,2,2, ,3,3,2,3,4, , , , ,2,160,2, , ,6,4,4,4,5,2,1,1,2,2,2,3,2,3,3,3, ,3,3,3,3,28,2,2,3,1,2, ,1,6, , ,1,1,97404,2,.653861723312294
200655,2,2,6,4,S,1,2,3,1,1,3,2,3,2,4,4,2,2,2,2,2,2, ,2, , , , , , , , , , ,8,1,2,1,0, ,0,0, ,0, , , , ,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,4,4, , , ,4,3,3,2,3, , ,3,8,4,3,8, , ,3,3,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,2,2,2,1,1,3,2,98, , ,2, ,93215,3.96875,1.29750685719783
200659,2,1,4,4,S,1,1,2,1,2,4,4,4,9,9,9,9,9,9,4,1,2,1,2,8,2,2,2,2,2,2, , , ,2,2,2,2, , , , , ,20, ,5, , ,1,1,4,4,4,4,4,4,4,2,4,4,1,1,4,1,2, , ,2,4,2,2,1,9, , ,1,2,1,5,1, , ,4,2,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,80,2,4,3,3,2, ,1,9, , ,1,1,85374,2.625,.858193511847386
200660,2,1,12,3,U,1,1,1,1,2,4,4,3,1,1,4,1,1,4,4,1,1,1,1,2,2,2,2,2,1, , , , ,1,1,1,1,20, ,3,1, ,10, ,10, , ,4,4,4,4,4,1,4,4,4,4,1,1,1,2,2,2,2,3, ,2,8,2,2,2,2,3, ,1,2,1,2,2,8, ,4,4,4,4,3, , , , ,2,200,2, , ,5,3,3,3,6,2,2,2,2,2,2,2,2,3,3,2, ,2,3,3,3,32,2,1,5,4,2, ,1,8, , ,2, ,32223,5.96875,1.95136858051013
200663,2,1,21,3,U,2,2,2,9,1,3,2,2,1,3,2,2,1,1,3,1,1,1,1,2,2,2,1,2,2,2, , , ,1,9,9,9, , , , , ,999,9, , , ,1,1,4,1,2,2,4,1,4,1,2,2,2,3,8,3,3, , ,4,4,3,2,1,1, , , ,1,1,8,8, , ,4,4,1,3,1, , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,99,9,3,5,1,2, ,2,5, , ,9, ,99999,6.40625,2.09440083248469
200667,2,1,18,2,S,2,2,4,5,2,3,3,4,1,1,1,2,1,4,4,2,2, ,1, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4, , , ,3,3,4,4,3, , , ,1,1,5,4, , ,4,3,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,72,2,5,3,3,2, ,1,2, , ,1,3,47129,2.28125,.745811028153086
200669,2,1,51,3,S,2,2,3,1,1,3,2,1,1,2,3,1,1,3,4,1,1,1,1,1,1,2,2,2,1, , , , ,1,1,1,1,5, ,2,1, ,2, ,2,3, ,1,4,2,1,4,4,1,4,1,4,2,1,2,3,4,1,3,4,3,3,2,3,4,3,2,3,4,2,3,2,5,3,3,8,1,1,1,2,2,1, , , ,1,50,2, , ,3,3,3,2,3,1,1,1,2,1,2,1,2,1,2,2,1,3,3,2,3,37,2,2,6,4,2, ,1,4, , ,2, ,22554,4.75,1.5529215928667
200672,2,2,18,2,U,2,1,4,1,2,4,4,4,1,1,4,1,1,4,4,2,1,2,2,2,1,2,2,2,1, , , , ,2,2,1,1,100, ,2,1, ,0, , ,2, ,4,4,4,4,2,4,4,2,4,2,2,4,1,3,4,2,4,1, ,4,1,2,2,2,1,1, ,2,4,4,4,4,2, ,4,2,2,2,2, , , , ,2,50,2, , ,7,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3, ,3,1,2,3,30,2,2,2,1,1,3,1,3, , ,2, ,46526,3.5625,1.16469119465002
200681,2,1,5,3,R,1,1,3,1,1,3,4,3,1,2,4,1,1,3,4,1,1,1,1,2,1,2,2,2,1, , , , ,1,1,1,1,5, ,2,0, ,0, , ,0, ,4,4,4,2,4,1,4,4,2,4,4,4,4,3,4,3,4,3, ,4,8,2,3,4,2,4, ,1,2,2,8,8,8, ,4,4,3,2,3, , , , ,3,500,2, , ,6,4,5,6,7,3,3,2,2,3,3,3,3,2,2,1,1,3,3,3,3,22,3,2,3,1,2, ,2,2, , ,2, ,72390,2.8125,.919493048407914
200703,2,1,48,3,U,1,2,2,1,1,4,4,3,1,1,4,2,1,3,3,1,1,1,2,1,1,1,2,2,1, , , , ,1,1,1,1,5, ,2,1, ,40, ,25,2, ,4,1,4,2,4,2,2,4,4,4,4,4,1,1,4,1,4,4,4,1,9,4,2,2,1,4,3,1,9,2,2,8,2,8,3,2,4,2,3,1,2, , ,1,100,2, , ,4,2,4,3,7,1,1,1,2,2,3,2,3,2,3,1,1,2,3,3,3,51,2,2,8,1,2, ,1,99, , ,1,1,77019,2.3125,.75602761757984
200705,2,1,29,2,S,1,1,2,1,2,3,3,3,1,2,3,2,1,2,4,1,1,1,2,1,1,2,2,2,1, , , , ,1,1,1,2, , , , , ,50, ,10,5, ,1,4,4,4,4,2,4,4,4,4,1,1,2,2,4,4,2,2,4,1,8,2,2,2,2,3,4,2,2,3,2,8,2,5,4,3,3,3,3,4, , , ,1,20,2, , ,4,4,4,4,6,1,1,2,1,2,2,2,1,3,2,3, ,3,3,2,3,42,2,4,6,1,2, ,1,7, , ,1,2,63123,2.28125,.745811028153086
200707,2,1,48,3,U,1,2,3,1,2,3,3,2,1,2,2,8,2,3,3,1,2,1,2,2,2,2,2,1,2,1,1,5, ,2,2,2,1,40, ,3,0, ,5, ,5, , ,1,1,4,4,4,1,4,4,4,2,2,1,2,3,4,3,3, , ,3,2,2,2,2,1, , ,2,2,2,2,3, , ,4,3,3,4,3, , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,50,2,4,8,1,2, ,1,5, , ,1,2,78261,2.0625,.674294902165803
200709,2,1,48,3,U,1,1,2,2,2,2,2,2,1,1,3,1,2,3,4,1,1,1,2,1,1,2,2,2,1, , , , ,1,1,1,1,20, ,6,4, ,20, ,10,3, ,2,4,4,2,1,1,4,1,4,2,1,1,2,3,3,1,4,3,4,1,3,1,4,2,1,4,3,1,1,1,2,2,2,3,2,2,2,2,3,3, , , ,2,500,1,6,8,5,1,3,3,4,2,1,1,2,2,1,1,2,3,3,2, ,3,3,3,3,34,3,2,6,1,1,1,6,6, , ,2, ,78701,2.34375,.766244207006595
200713,2,1,39,2,S,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1, , , , ,1,1,1,1,70, ,15,3, ,120, ,25,30, ,1,1,4,2,4,1,1,4,1,1,1,1,2,3,4,4,2,1, ,3,2,2,2,1,1,2, ,1,2,3,4,4,4, ,1,2,1,1,1, ,2,1, ,1,650,1,5,5,2,1,1,1,2,1,1,1,1,3,1,2,1,1,3,2,1,3,3,1,1,32,2,5,6,1,2, ,1,6, , ,2, ,45150,5.0625,1.65508748713424
200714,2,1,48,3,S,2,1,2,1,2,3,3,3,1,1,3,1,1,2,3,1,1,1,2,1,1,2,2,2,1, , , , ,1,1,1,1,10, ,2,0, ,10, ,10,2, ,4,4,4,4,4,2,4,4,4,2,2,2,1,1,4,3,3,1,4,1,4,1,2,2,2,2,2,1,1,1,2,8,2,2,4,3,4,4,2,5, , , ,1,250,2, , ,4,3,4,3,4,1,1,1,1,1,1,1,2,3,3,3, ,3,3,2,3,35,2,2,6,1,2, ,1,7, , ,1,1,75067,2.21875,.725377849299576
200720,2,1,55,2,S,2,1,2,1,1,2,2,3,1,1,4,1,1,3,3,1,1,1,2,2,8,2,2,2,2,1,2, , ,1,1,1,1,5, ,1,0, ,0, , , , ,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,2, , ,2,9,2,1,2,2, , ,1,9,2,2,4, , ,3,8,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99,9,3,99,9,9, ,9,99, , ,2, ,99999,4.5,1.47118887745266
200721,2,1,48,3,U,1,2,4,2,1,2,2,4,1,1,3,2,1,1,2,1,1,1,2,1,1,1,2,2,1, , , , ,1,1,1,1,30, ,3,2, ,300, ,50,2, ,1,4,4,1,1,2,1,2,4,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,3,4,4,2,1,2,2,2,1,4,4,4,2,4,5,1, , ,1,5001,2, , ,5,2,5,3,7,2,2,3,1,3,1,2,1,1,3,3,2,1,3,1,1,26,2,3,8,1,2, ,2,7, , ,2, ,76543,3.5625,1.16469119465002
200724,2,1,27,2,R,1,2,2,1,9,2,3,2,1,1,3,1,1,2,3,1,1,1,1,2,2,2,2,2,1, , , , ,2,2,2,1,30, ,5,998,1,3, ,3, , ,2,3,2,3,2,1,4,1,1,2,1,3,2,2,3,2,2,4, ,2,4,2,2,2,2,3, ,1,1,1,5,1,9, ,2,2,2,2,2, , , , ,4,20,2, , ,6,4,4,5,5,2,1,3,3,3,3,3,2,2,2,2, ,1,3,1,3,99,9,5,4,2,2, ,9,99, , ,1,2,99999,3.875,1.26685708891757
200726,2,1,16,4,U,1,1,4,6,2,2,4,1,1,2,4,2,1,2,4,1,1,1,2,2,1,2,2,2,1, , , , ,1,1,1,1,1, ,1,3, ,2, ,1,2, ,2,4,4,1,4,1,1,4,1,1,4,1,2,2,4,3,4,2, ,2,4,4,2,2,2,4, , ,2,1,1,8,2, ,4,2,1,4,4, , , , ,2,60,2, , ,7,5,5,5,5,3,1,2,1,2,3,3,3,1,3,1, ,2,3,3,3,32,2,2,5,2,2, ,1,1, , ,2, ,83814,4.8125,1.57335477172021
200729,2,1,42,1,S,1,2,2,3,2,1,2,1,2,3,1,2,8,2,2,2,2, ,1, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,8,3,4,1,8, , , ,3,2,9,2,2, , , ,2,2,5,8, , ,4,3,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,83,1,2,1,3,2, ,1,2, , ,2, ,19058,5.8125,1.90028563337636
200730,2,1,53,4,R,2,1,3,1,1,3,4,2,1,1,4,1,1,3,4,1,2,1,2,2,2,2,2,2,1, , , , ,1,1,2,1,4, ,1,0, ,30, ,30, , ,2,2,4,4,4,4,1,2,4,4,2,4,1,2,4,1,4,4, ,1,4,2,1,1,1,2, ,1,1,1,1,8,1, ,4,4,4,4,4, , , , ,2,60,2, , ,6,3,3,3,5,2,2,1,1,3,3,3,2,1,3,2,3,2,3,3,3,41,2,2,4,1,2, ,1,8, , ,1,1,99114,2.59375,.847976922420632
200731,2,1,6,4,U,1,1,3,6,2,2,2,2,1,2,3,1,1,2,2,2,2, ,1, , , , , , , , , , ,1,2,2,1,5, ,2,0, , , , , , ,1,1,1,3,2,4,3,4,4,4,4,2,4,4,4,4,4, , , ,1,2,2,2,2, , , ,8,9,4,8, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,59,1,1,3,1,2, ,2,2, , ,2, ,95815,5.25,1.71638702369477
200738,2,1,16,4,U,1,1,1,1,2,3,1,3,1,1,4,3,1,3,3,1,2,1,1,2,1,2,2,1,1, , , , ,2,2,2,2, , , , , ,20, ,50,2, ,1,2,4,4,2,4,4,1,4,4,4,4,2,3,2,2,4,4, ,4,2,2,9,4,2,4, ,2,4,5,5,5,5, ,4,3,2,3,2, , , ,4,1,100,2, , ,7,2,5,3,6,3,2,2,3,3,2,3,3,2,3,3, ,3,3,3,3,68,2,5,8,3,2, ,1,8, , ,1,3,83716,1.09375,.357580629936411
200742,2,1,51,3,S,2,2,4,1,1,4,9,3,1,2,3,1,2,2,4,1,1,1,1,1,1,1,2,1,1, , , , ,8,1,1,1,2, ,98,1, ,1, ,98,2, ,9,9,9,4,4,9,9,4,4,9,4,4,1,9,9,3,9,4,4,3,4,3,3,3,3,3,4,9,9,9,9,9,9,9,3,3,3,2,4,8,1, ,6,1,9999,2, , ,4,1,4,4,9,2,1,1,1,1,1,2,1,1,1,1,1,3,2,3,3,35,2,9,5,1,9, ,9,99, , ,1,1,20194,5.3125,1.73682020254828
200744,2,1,42,1,S,1,1,3,6,2,2,4,4,1,2,4,1,1,3,4,1,1,1,2,1,1,2,2,2,1, , , , ,1,1,1,1,20, ,2,0, ,15, ,15,1, ,4,4,4,4,2,4,4,4,4,1,4,4,1,2,4,1,4,4,4,1,4,1,3,2,1,3,3, ,1,1,2,2,2,2,3,4,2,2,3,1, , , ,1,210,2, , ,7,5,6,6,2,1,2,2,2,3,3,3,3,1,1,2, ,2,3,1,2,21,3,5,5,2,2, ,1,7, , ,1,3,19040,6.03125,1.97180175936364
200754,2,1,16,4,R,1,2,3,1,1,3,3,1,1,2,3,1,2,3,3,1,1,1,1,2,1,1,1,2,1, , , , ,1,1,1,1,20, ,5,2, ,30, ,10,3, ,4,4,4,4,4,1,1,2,1,1,2,1,2,3,3,3,4,3, ,1,3,2,1,2,1,4, ,1,8,8,3,8,1, ,1,2,1,2,2, ,1,4, ,1,300,2, , ,6,1,2,2,6,1,1,1,2,2,2,1,2,2,3,3,2,2,3,3,3,46,2,4,4,1,2, ,1,7, , ,2, ,83221,3.8125,1.24642391006406
200760,2,2,48,3,U,2,1,3,6,2,3,1,4,1,1,3,1,1,3,3,2,2, ,2, , , , , , , , , , ,1,2,1,1,10, ,3,1, , , , , , ,4,4,4,4,4,2,4,4,4,4,4,4,3,2,3,2,4, , , ,2,2,4,2,2, , , ,2,2,2,9, , ,3,3,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32,2,3,3,2,1,3,1,99, , ,2, ,77034,3.9375,1.28729026777108
200761,2,1,34,1,S,2,2,2,1,1,3,4,2,1,1,4,1,1,2,4,1,2,1,1,2,2,2,2,1,1, , , , ,2,2,2,1,50, ,2,0, ,50, ,2, , ,1,2,4,2,4,1,4,4,4,2,2,2,2,2,4,2,4,2, ,4,2,2,2,2,2,3, ,3,3,2,2,2,2, ,4,4,4,4,4, , , ,6,1,40,2, , ,6,1,5,5,5,2,2,3,1,3,3,3,3,2,3,1,1,1,3,3,3,51,3,5,2,2,2, ,1,7, , ,1,1,07204,5.8125,1.90028563337636
