psraid,sample,lang,state,cregion,usr,form,sex,q1,marital,par,q2a,q2b,q2c,q2d,q2e,q2f,q2g,q2h,q2i,q2j,eminuse,intmob,home3nw,q3,act112,act107,act124,act125,act136,act135,fb1,fb2,fb3,ql1,smart1,cell1a,cell1b,cell1c,txtavg1,txtavg2,txtavg3,txtavg4,txtavg5,emlavg1,emlavg2,emlavg3,picavg1,picavg2,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q4i,q4j,q4k,q4l,q5,q6,q7a,q7b,q7c,q7d,q7e,q7f,q8,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f,q10g,q11a,q11b,q11c,q11d,q11e,sns2a,sns2b,sns2c,sns2d,sns2e,fb4,fb5,fb6,fb7,fb8a,fb8b,fb8c,fb8d,fb8e,fb9a,fb9b,fb9c,fb9d,fb9e,fb9f,fb9g,fb9h,fb10a,fb10b,fb10c,fb10d,fb10e,fb10f,fb10g,fb10h,age,hh1,live2,educ2,emplnw,hisp,birth_hisp,race,inc,ql1a,ql2hh,qc1,qc2hh,zipcode,weight,standwt
102880,1,1,42,1,S,1,2,5,5,2,1,1,1,1,1,2,1,1,1,1,2,2, ,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,4,4,4,4,4,4,1,4,1,4,4,8,1,1,4,1,4, , , ,4,2,3,8,1, , , ,1,8,8,1, , ,4,1,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,87,1,5,2,3,2, ,1,2,1,2, , ,19073,3.03125,.991009174395196
102886,1,1,36,1,R,2,2,3,1,2,4,1,4,1,1,4,1,1,4,4,2,2, ,1, , , , , , , , , ,2, , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,2, , , ,9,2,4,2,2, , ,2,8,8,8,8, , ,9,4,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,72,2,5,3,2,2, ,1,4,2, , , ,13045,5.375,1.75725338140179
102889,1,1,12,3,U,2,2,1,3,2,4,4,4,4,1,3,1,1,3,4,1,1,1,2,2,1,2,2,2,2,2, , ,1,9,2,1,2, , , , , ,2, ,2,999,9,1,1,4,1,4,1,1,4,4,4,1,4,4,2,3,1,1, , ,4,4,4,4,4,1, , , ,2,2,2,4, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,1,4,8,3,2, ,5,99, ,3, , ,32222,1.6875,.551695829044748
102898,1,1,26,2,R,1,1,5,6,2,4,4,3,2,1,4,1,1,3,4,8,1,2,2,2,2,2,8,8,1, , , ,1,2,2,2,1,20, ,3,0, ,0, , , , ,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4, ,4,4,4,4,4,4,4, , ,2,2,1,2,1, ,4,3,3,3,3, , , , ,3,48,2, , ,6,4,4,4,1,1,2,2,1,2,2,2,3,2,2,3, ,3,3,3,3,18,5,4,2,4,2, ,1,4, ,2, , ,49802,2.65625,.868410101274141
102901,1,1,55,2,U,2,2,2,6,2,2,3,2,2,2,3,2,2,1,3,1,2,1,1,2,2,2,1,2,1, , , ,1,2,2,2,1,5, ,2,1, ,0, , , , ,1,4,4,4,4,4,4,4,4,4,2,4,2,2,4,1,4,4, ,4,3,2,1,2,1,4, , ,1,1,1,4,1, ,3,2,1,3,2, , ,6, ,3,9,2, , ,7,3,3,3,3,2,1,1,1,3,3,3,3,1,1,2, ,1,3,3,2,42,1,4,5,1,2, ,1,5, ,1, , ,54301,3.1875,1.04209212152897
102924,1,1,13,3,R,1,2,4,1,2,3,1,4,1,2,2,1,2,1,4,1,1,1,1,2,2,2,2,2,1, , , ,1,2,2,2,2, , , , , ,2, ,6, , ,1,1,4,1,4,1,4,4,1,1,1,1,1,1,4,1,1,1, ,4,4,1,1,1,1,1, ,1,1,1,5,1,1, ,4,4,1,4,2, , , , ,1,100,2, , ,6,1,4,4,6,1,1,2,3,1,2,2,2,1,3,1, ,2,3,2,2,81,1,4,6,3,2, ,1,3, ,2, , ,30401,1,.326930861656147
102931,1,1,47,3,U,2,2,2,6,2,4,4,3,3,2,3,3,2,3,2,2,2, ,2, , , , , , , , , ,1,8,2,2,2, , , , , , , , , , ,4,4,4,4,4,1,4,4,4,1,4,4,4,2,3,3,2, , , ,3,2,2,2,2, , , ,1,1,1,1, , ,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,62,2,2,2,1,2, ,2,3, ,3, , ,38114,3.4375,1.12382483694301
102933,1,1,48,3,S,2,1,3,1,2,3,3,1,1,2,3,1,2,3,3,1,1,1,1,2,2,2,2,1,2,1,2, ,1,2,1,1,1,50, ,50,3, ,100, ,50, , ,4,1,4,1,2,1,1,4,1,4,1,1,1,2,2,1,3, , ,2,4,1,2,1,1, , ,1,1,1,1,8, , ,3,3,3,3,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,63,3,5,3,1,2, ,1,8, ,1, , ,77662,4.1875,1.36902298318512
102940,1,1,12,3,S,1,2,4,1,1,4,2,2,2,1,4,1,2,3,4,1,1,1,2,1,1,1,2,1,1, , , ,1,1,1,1,1,50, ,5,5, ,50, ,50,500, ,4,1,4,1,4,4,4,4,4,1,2,4,2,2,2,2,4,4,4,2,2,4,4,2,2,4,4,4,2,3,4,3,4,4,4,4,4,4,4,1,1, ,4,1,250,2, , ,1,1,1,1,1,1,1,1,1,2,1,2,1,3,3,2,1,2,3,3,3,36,2,2,6,1,1,1,1,7, ,1, , ,34203,2.25,.735594438726331
102943,1,1,39,2,R,2,2,2,3,2,4,1,4,1,4,4,4,1,4,4,2,2, ,1, , , , , , , , , ,2, , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,1,4,4,4,3,3,3, , , ,4,4,4,4,3, , , ,4,4,4,4, , ,4,2,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,67,1,4,3,4,2, ,1,3,2, , , ,43311,2.15625,.704944670446067
102948,1,1,39,2,S,1,2,3,1,1,3,2,3,1,2,3,2,2,2,3,1,1,1,2,2,2,2,2,2,2,1,8, ,1,1,2,1,1,5, ,1,0, ,50, ,10, , ,1,4,1,4,4,4,4,4,2,1,1,1,2,1,4,1,4, , ,2,2,3,2,2,2, , ,1,1,8,8,2, , ,2,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49,2,3,6,2,2, ,1,7, ,2, , ,45069,1.96875,.64364513388554
102951,1,1,37,3,S,1,2,3,1,1,2,4,2,1,1,4,1,1,2,2,1,1,1,2,1,1,2,2,1,1, , , ,1,1,1,1,1,25, ,7,5, ,50, ,15,15, ,1,4,4,3,4,2,1,4,3,4,2,2,1,1,2,1,1,2,4,1,4,1,3,1,1,4,4,1,1,1,1,1,8,8,4,4,2,2,3,2, , ,4,1,9998,2, , ,5,2,3,3,6,1,1,1,2,3,2,3,2,3,3,3,2,3,3,3,3,45,3,3,6,1,2, ,1,99, ,1, , ,28078,2.78125,.909276458981159
102955,1,1,37,3,S,2,2,3,5,2,2,4,3,3,1,3,3,1,3,3,2,2, ,1, , , , , , , , , ,2, , , , , , , , , , , , , , ,4,4,4,4,4,1,4,4,4,2,1,1,2,2,4,4,1, , , ,8,1,9,1,1, , , ,2,2,9,9, , ,4,4,1,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,89,1,5,4,3,2, ,1,98,2, , , ,28344,1.375,.449529934777202
102963,1,1,21,3,R,1,1,3,3,2,3,3,2,1,1,4,1,1,3,4,2,2, ,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,2,2, , , ,8,4,8,1,3, , , ,8,8,8,8, , ,3,1,4,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,74,1,3,1,3,1,1,1,2,2, , , ,41465,1.84375,.602778776178521
102964,1,1,13,3,U,1,1,4,6,2,2,3,2,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1, , , ,1,2,2,2,1,10, ,2,0, ,0, , ,0, ,4,2,4,4,4,1,4,4,4,2,2,4,3,2,1,1,3,3, ,1,9,2,4,3,9,3, , ,8,8,8,1,8, ,2,2,2,2,3, , , ,3,3,150,2, , ,6,5,6,5,7,1,2,1,2,1,2,2,1,3,1,1, ,2,3,3,3,22,5,3,6,4,2, ,3,99, ,2, , ,31088,2.8125,.919493048407914
102966,1,1,51,3,U,1,2,3,3,2,2,3,1,1,2,2,3,2,2,3,1,2,2,1,2,1,2,2,2,2,2, , ,1,2,2,2,2, , , , , ,20, ,6,0, ,2,1,1,4,4,4,4,4,4,4,4,2,2,2,4,2,2, , ,2,3,1,1,1,2, , , ,3,2,2,4, , ,3,2,2,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55,1,2,6,1,2, ,1,3, ,3, , ,24012,1.34375,.439313345350448
102968,1,1,36,1,S,2,1,3,1,2,2,1,1,1,2,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2, ,1,1,1,1,1,6, ,3,0, ,20, ,10, , ,2,2,4,1,4,1,1,4,4,2,2,4,3,1,2,2,3, , ,2,3,2,2,3,2, , ,3,3,3,3,3, , ,2,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,67,2,5,8,1,2, ,1,8, ,1, , ,10514,1.84375,.602778776178521
102969,1,1,45,3,S,2,2,2,6,1,4,3,2,1,2,4,1,1,3,4,1,1,1,2,1,1,2,1,2,1, , , ,1,1,1,1,1,500, ,7,10, ,15, ,10,20, ,4,4,4,1,4,4,2,4,1,1,4,1,3,4,2,1,3,3,4,3,2,2,2,2,2,2,2, ,1,1,2,2,2,2,4,4,4,4,2,1, ,2, ,1,2000,2, , ,2,1,1,1,1,1,1,1,1,3,1,2,1,1,3,2,1,3,3,3,3,19,3,3,3,4,2, ,1,4, ,1, , ,29316,4.875,1.59378795057372
102970,1,1,13,3,U,2,2,1,1,2,4,8,4,1,1,4,1,1,4,4,1,2,1,2,2,2,2,2,1,2,1,2, ,2, , , , , , , , , ,1, ,1, , ,2,4,4,1,4,4,4,4,4,4,4,2,2,1,4,1,3, , ,3,3,2,2,2,3, , ,1,8,8,5,8, , ,4,1,1,1,1, , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , ,51,2,2,6,4,2, ,1,99,2, , , ,31088,4.3125,1.40988934089213
102971,1,1,18,2,U,2,2,4,5,2,4,2,4,1,2,8,1,2,3,4,2,2, ,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,4,8,4,4,2,4,4,4,4,4,1,4,1,2,1,2,2, , , ,4,3,9,8,1, , , ,1,1,8,8, , ,4,2,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,89,1,5,2,3,2, ,1,4,2, , , ,46011,2.59375,.847976922420632
102972,1,1,21,3,R,2,2,8,5,2,8,8,4,3,4,4,8,4,4,4,2,2, ,1, , , , , , , , , ,2, , , , , , , , , , , , , , ,4,4,4,1,4,4,4,4,4,4,4,4,3,3,4,4,4, , , ,8,8,8,8,8, , , ,4,8,8,4, , ,1,4,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,82,1,5,98,6,2, ,1,2,2, , , ,42649,1,.326930861656147
102973,1,1,36,1,S,1,2,3,1,1,3,4,3,1,1,4,1,1,3,4,1,1,1,2,2,2,2,1,2,2,2, , ,1,1,1,1,1,3, ,2,0, ,1, ,2, , ,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,4,3, , ,4,1,1,1,1,1, , ,1,1,1,1,2, , ,4,4,4,4,4, , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,2,4,5,1,2, ,1,99, ,2, , ,12550,5.71875,1.86963586509609
102978,1,2,25,1,S,1,2,4,1,2,2,4,1,2,3,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2, , ,1,1,2,1,2, , , , , ,0, , , , ,1,1,4,2,4,4,4,2,4,4,4,2,1,2,3,3,3, , ,3,1,1,1,4,1, , ,1,1,2,2,1, , ,4,4,2,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,58,2,5,3,1,1,3,1,3, ,2, , ,01841,4.03125,1.31794003605134
102980,1,1,37,3,S,1,2,3,1,1,2,2,1,1,2,2,2,1,3,2,1,1,1,2,2,1,2,1,2,1, , , ,1,1,1,1,1,10, ,3,1, ,100, ,20,3, ,1,4,4,1,4,1,2,4,4,1,4,4,1,2,3,1,3,3, ,1,4,1,1,1,1,1, ,1,8,1,1,8,1, ,4,4,4,4,4, , ,1, ,1,50,1,4,4,2,1,1,1,3,1,1,1,1,2,1,2,1,1,3,1,1,3,3,3,3,48,3,5,5,1,2, ,1,6, ,2, , ,28461,3.46875,1.13404142636976
102983,1,1,28,3,R,1,2,3,1,2,2,1,3,1,1,8,1,1,2,4,2,2, ,1, , , , , , , , , ,1,1,2,2,2, , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4, , , ,2,4,4,4,3, , ,2,8,8,5,8, , ,4,2,4,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,84,2,5,3,3,2, ,2,6, ,3, , ,39074,1.75,.572129007898258
102986,1,1,56,4,R,1,1,2,1,1,4,4,4,1,1,4,1,1,4,4,1,1,1,2,2,1,2,2,2,1, , , ,1,1,1,1,1,12, ,4,1, ,1, ,2,4, ,4,2,2,2,4,2,4,1,4,1,4,4,2,4,4,3,4,4, ,4,2,2,2,3,2,3, ,2,2,2,2,8,3, ,1,1,1,1,1, , , , ,1,2000,2, , ,5,1,1,2,5,2,1,1,1,1,2,2,2,1,1,1,1,2,2,3,3,39,2,3,3,1,2, ,1,6, ,3, , ,82930,2.46875,.807110564713613
102991,1,1,17,2,U,2,2,3,1,2,2,2,2,2,2,3,1,2,2,3,1,1,1,1,2,2,2,1,2,2,1,1,6,1,2,1,1,1,5, ,2,5, ,5, ,2, , ,4,4,4,4,4,4,4,4,1,1,1,1,3,2,1,1,4, , ,3,2,2,2,3,2, , ,2,2,8,8,8, , ,3,2,1,3,2, , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,3,5,8,3,2, ,1,7, ,3, , ,60004,2.6875,.878626690700895
102993,1,1,48,3,R,1,2,4,1,2,3,4,1,1,2,3,1,2,4,3,1,2,1,1,2,1,2,1,2,2,2, , ,1,2,2,2,1,7, ,0,0, ,2, ,6,0, ,1,1,2,4,4,1,4,4,4,2,2,4,1,2,1,1,2, , ,2,3,2,4,3,3, , ,1,2,1,4,2, , ,4,4,4,2,2, , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,74,2,5,3,4,2, ,1,2, ,2, , ,76837,1.8125,.592562186751767
102995,1,1,12,3,S,1,2,2,3,2,3,4,3,1,1,4,1,1,3,4,1,1,1,2,2,2,2,2,2,2,1,1,5,1,2,2,2,2, , , , , ,2, ,5, , ,4,4,1,4,4,1,4,4,4,4,4,4,3,4,4,4,4, , ,4,4,1,1,1,1, , , ,1,1,1,1, , ,4,3,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,69,1,3,3,3,2, ,1,3, ,3, , ,33897,1.40625,.459746524203957
103001,1,1,48,3,S,1,2,5,3,1,1,1,1,2,4,1,3,3,1,1,1,1,1,1,2,1,2,1,2,1, , , ,1,1,1,1,1,3, ,2,0, ,2, ,2,0, ,1,2,4,4,2,4,4,4,4,4,4,4,3,3,4,3,4,4, ,4,4,4,9,4,4,4, , ,1,9,5,8,9, ,4,4,4,4,4, , ,6, ,2,3,2, , ,7,6,6,6,6,3,2,3,2,3,3,3,3,1,3,2,9,1,3,1,2,56,1,2,4,6,2, ,1,2, ,2, , ,78666,1.5,.490396292484221
103002,1,1,36,1,S,1,1,3,1,2,4,3,4,1,1,2,1,2,4,4,1,1,1,2,2,1,2,2,2,2,1,1,3,1,2,2,2,2, , , , , ,5, ,5,1, ,2,1,1,1,4,4,4,4,4,4,4,4,2,2,2,2,4, , ,2,1,2,2,2,2, , ,1,8,8,5,8, , ,4,4,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,78,2,4,6,3,2, ,1,99, ,2, , ,13224,1.53125,.500612881910975
103003,1,1,36,1,S,1,2,5,3,2,3,2,2,1,2,3,2,2,3,3,1,2,1,1,2,2,2,2,2,2,2, , ,1,8,2,2,2, , , , , ,6, ,1, , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , ,4,2,1,4,2,2, , , ,3,2,3,8, , ,4,3,2,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,56,1,4,4,1,2, ,1,3, ,2, , ,14424,1.96875,.64364513388554
103028,1,1,29,2,S,1,2,2,5,2,4,1,4,1,1,4,1,1,4,4,1,2,1,1,2,2,2,1,1,2,2, , ,1,2,2,2,1,1, ,3,0, ,30, ,30, , ,4,1,4,4,4,4,4,4,4,2,4,1,1,1,4,1,1, , ,1,1,1,1,1,1, , , ,2,2,2,8, , ,3,3,3,4,2, , ,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,70,1,5,8,1,2, ,1,7, ,3, , ,64055,1,.326930861656147
103036,1,1,19,2,R,1,1,4,6,2,9,4,4,9,9,4,4,9,4,4,2,2, ,8, , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,1,4,9,9,4,9,4, , , ,9,9,9,1,9, , , ,9,9,5,8, , ,4,4,1,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99,1,5,8,3,2, ,4,99, ,3, , ,50242,1,.326930861656147
103043,1,1,6,4,S,1,1,3,1,1,3,1,3,1,1,2,3,1,3,3,1,1,1,1,2,2,2,2,2,2,1,2, ,1,1,2,2,1,0, ,0,0, ,1, ,1, , ,2,4,4,4,4,1,4,4,4,4,4,4,1,2,4,1,4, , ,1,4,8,4,2,2, , ,1,8,8,8,2, , ,3,4,4,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,62,2,4,6,4,2, ,1,7, ,2, , ,92530,1.34375,.439313345350448
103051,1,1,6,4,S,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,8,2,2,2,2,2,2,1,2, ,1,2,2,2,2, , , , , ,0, , , , ,4,1,4,4,4,4,4,4,4,1,4,4,3,3,8,3,4, , ,4,8,2,2,2,2, , ,2,8,8,8,8, , ,3,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,61,3,4,3,1,2, ,1,99, ,2, , ,91024,4.34375,1.42010593031889
103056,1,1,41,4,S,2,2,4,3,2,1,1,4,1,1,4,4,1,4,4,2,2, ,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,4,2,2,4,2,3,2,2,4, , , ,4,4,4,2,4, , , ,2,2,3,3, , ,2,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,79,2,3,3,3,2, ,1,5,2, , , ,97267,4.71875,1.54270500343994
103058,1,1,6,4,S,2,1,1,1,1,3,3,3,3,2,3,1,1,3,3,1,1,1,2,2,1,2,2,1,2,1,2, ,1,1,1,1,1,5, ,2,1, ,0, , ,10, ,4,4,4,1,4,1,4,4,4,2,2,4,4,2,4,3,4, , ,1,3,2,2,2,2, , ,2,2,2,2,2, , ,2,2,1,1,2, , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,40,2,3,5,1,2, ,3,7, ,2, , ,92656,4.28125,1.39967275146538
103060,1,1,53,4,S,2,2,4,6,2,3,2,3,2,2,4,8,1,3,3,1,1,2,1,2,2,2,2,8,2,2, , ,2, , , , , , , , , ,0, , , , ,4,4,4,4,4,4,4,4,4,4,4,1,2,3,4,1,4, , ,4,3,2,4,2,4, , , ,1,8,8,8, , ,4,3,1,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,58,1,3,4,4,2, ,1,2,2, , , ,98273,2.125,.694728081019313
103067,1,1,34,1,S,1,1,2,6,2,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1, , , ,1,8,2,2,1,1, ,2,0, ,0, , ,4, ,2,4,2,1,1,1,1,4,2,4,4,1,3,3,4,2,4,2, ,4,2,2,2,2,2,2, , ,2,2,2,1,1, ,2,1,1,2,2, , , , ,4,50,2, , ,4,4,4,4,3,2,2,1,1,1,1,1,1,3,3,1, ,1,3,2,3,54,1,2,4,6,2, ,2,3, ,2, , ,07514,2.03125,.664078312739049
103068,1,1,51,3,S,1,1,2,1,1,2,2,2,1,3,3,2,2,2,2,1,1,1,2,2,2,2,2,2,1, , , ,1,1,1,1,1,4, ,2,2, ,30, ,5, , ,1,2,1,1,4,1,1,4,1,1,1,1,3,2,4,1,2,4, ,3,3,2,2,2,3,2, ,2,3,1,1,1,2, ,3,2,3,1,2, , , , ,6,40,1,7,7,6,6,6,6,6,2,1,1,1,1,1,2,2,1,3,1,1,3,3,2,1,48,2,3,5,1,2, ,1,8, ,1, , ,20170,3.65625,1.19534096293029
103072,1,1,27,2,U,1,2,2,1,2,2,1,2,1,2,3,1,2,4,3,1,2,1,1,2,2,2,2,2,2,2, , ,1,2,2,2,2, , , , , ,1, ,2, , ,1,4,4,4,4,1,4,2,4,4,1,4,3,1,2,1,3, , ,2,1,1,8,1,1, , ,1,1,2,5,8, , ,3,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,69,2,5,4,3,2, ,1,4, ,2, , ,55804,1.25,.408663577070184
103074,1,1,35,4,S,2,2,3,1,1,3,3,3,1,1,3,2,2,3,3,1,1,1,2,2,1,2,2,1,1, , , ,1,2,2,2,1,15, ,3,0, ,3, ,3,100, ,4,2,2,1,1,1,1,4,4,4,2,1,1,2,4,1,2,3, ,4,4,4,1,1,2,4, ,1,2,8,8,2,3, ,3,1,2,3,2, , , ,5,2,100,2, , ,4,2,3,3,2,2,1,1,2,2,2,3,2,1,3,1,1,1,3,8,2,46,2,3,5,1,2, ,1,99, ,3, , ,87025,2.1875,.715161259872822
103094,1,1,25,1,U,2,1,1,1,2,4,4,3,1,1,4,1,1,4,4,1,2,1,2,2,1,2,2,2,2,1,2, ,2, , , , , , , , , ,5, ,5,0, ,2,2,4,4,4,1,4,4,4,4,4,4,1,1,3,1,2, , ,1,3,1,1,1,1, , ,1,1,1,1,1, , ,4,4,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,89,2,5,8,3,2, ,1,7,1,2, , ,02635,2.71875,.88884328012765
103102,1,1,50,1,R,2,1,1,1,2,4,4,3,1,1,4,4,1,4,4,2,2, ,1, , , , , , , , , ,2, , , , , , , , , , , , , , ,1,2,4,2,4,2,4,4,1,1,4,2,4,2,4,2,2, , , ,3,1,1,1,1, , ,2,2,2,2,2, , ,3,3,3,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,2,5,6,1,2, ,1,7,2, , , ,05143,4.3125,1.40988934089213
103121,1,1,55,2,S,1,2,1,6,2,3,4,3,1,1,3,1,1,3,3,1,1,1,2,2,2,1,2,2,1, , , ,1,1,1,1,1,100, ,15,1, ,5, ,5,5, ,4,4,4,4,4,1,4,4,4,4,4,4,4,3,3,3,4,4, ,4,1,2,2,2,2,2, , ,1,8,8,8,8, ,4,3,2,3,8, ,3, , ,3,9998,2, , ,6,6,6,6,6,2,3,2,3,3,2,3,2,1,3,3, ,3,3,3,3,18,3,1,3,1,2, ,1,9, ,1, , ,53029,5.0625,1.65508748713424
103122,1,1,1,3,U,2,2,2,3,2,3,2,2,2,2,2,1,1,3,3,2,2, ,1, , , , , , , , , ,1,8,2,2,2, , , , , , , , , , ,2,4,4,2,2,1,4,2,1,2,4,1,2,3,3,3,1, , , ,3,3,2,2,2, , , ,2,1,2,2, , ,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,59,1,1,6,3,2, ,1,4, ,3, , ,35803,1.1875,.388230398216675
103128,1,1,27,2,S,1,2,3,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,2,1, , , ,1,1,1,1,1,15, ,5,1, ,10, ,10,15, ,1,2,2,4,4,1,2,4,4,1,2,4,1,2,2,1,1,1, ,1,2,2,1,1,1,4, ,1,1,1,4,1,3, ,2,2,2,2,2, ,3,8, ,3,100,2, , ,6,3,3,3,3,1,1,1,1,1,1,1,1,1,3,8, ,1,1,2,3,65,2,4,6,1,2, ,1,9, ,2, , ,55025,1.1875,.388230398216675
103134,1,1,48,3,S,1,1,1,1,2,2,3,2,1,2,3,2,1,2,3,1,2,1,1,2,2,2,2,2,2,2, , ,1,2,2,2,2, , , , , ,0, , , , ,2,2,2,4,2,4,4,4,4,4,4,2,2,2,2,2,2, , ,4,8,2,8,3,4, , ,1,2,2,5,8, , ,2,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,86,2,4,4,3,2, ,1,4, ,2, , ,78516,1.59375,.521046060764484
103137,1,1,48,3,S,1,2,1,1,2,3,3,3,1,1,3,3,1,3,3,1,1,1,1,2,2,2,2,2,1, , , ,1,1,1,1,1,15, ,5,2, ,10, ,5, , ,4,4,4,4,4,1,4,4,1,4,4,1,4,2,3,1,3,4, ,1,2,2,1,1,1,4, ,1,2,2,3,2,2, ,3,2,2,2,2, , , , ,2,150,2, , ,5,4,4,4,4,2,1,2,3,2,2,2,3,2,3,1, ,1,2,3,3,50,3,4,6,4,2, ,1,9, ,2, , ,75044,2.59375,.847976922420632
103138,1,1,31,2,R,2,1,3,1,1,4,4,2,4,2,2,2,1,4,2,1,1,1,2,2,1,2,2,2,1, , , ,1,1,1,1,1,10, ,4,0, ,20, ,3,1, ,1,4,1,4,4,4,4,4,4,1,4,1,3,4,4,4,4,4, ,4,3,4,4,4,4,4, ,1,1,1,3,2,2, ,4,4,4,4,4, , , , ,3,143,2, , ,7,6,6,6,4,3,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,29,3,1,2,2,2, ,1,2, ,1, , ,68651,2.6875,.878626690700895
103145,1,1,17,2,S,1,2,3,1,2,2,3,2,1,2,2,2,1,2,3,1,2,1,2,2,1,2,1,2,1, , , ,1,2,2,2,1,1, ,1,0, ,3, ,3,1, ,1,4,4,2,4,4,4,4,4,1,4,1,1,2,1,2,2,4, ,2,3,2,9,2,1,2, ,1,2,2,8,8,2, ,3,3,3,3,3, , ,5, ,3,20,2, , ,6,3,4,6,6,1,1,2,1,1,2,2,2,1,1,3, ,1,3,3,2,63,2,5,6,3,2, ,1,7, ,2, , ,60422,2.15625,.704944670446067
103155,1,1,40,3,S,1,1,4,2,2,4,4,4,8,1,3,2,2,4,4,2,2, ,1, , , , , , , , , ,2, , , , , , , , , , , , , , ,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4, , , ,8,4,8,3,4, , ,3,8,8,5,8, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55,2,4,1,4,2, ,1,1,2, , , ,74959,5.84375,1.91050222280311
103156,1,1,55,2,R,2,2,2,1,2,4,4,4,1,1,4,1,1,4,3,1,2,1,1,2,1,2,2,2,1, , , ,2, , , , , , , , , ,1, ,2,1, ,1,4,4,4,4,2,4,2,2,1,4,2,2,3,2,2,4,4, ,4,8,2,2,3,3,3, ,2,8,8,8,8,8, ,4,3,2,2,3, , , , ,6,9998,8, , ,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8, ,8,8,8,8,63,2,5,3,3,2, ,1,3,2, , , ,53042,6.40625,2.09440083248469
